Event	ID	Name			Wwise Object Path	Notes
	44932442	B_Damages			\Default Work Unit\Boat\B_Damages	
	72805415	P_Carry			\Default Work Unit\Players\P_Carry	
	491820422	P_Attack			\Default Work Unit\Players\P_Attack	
	500255786	P_Respawn			\Default Work Unit\Players\P_Respawn	
	565240443	E_Trl_Reload			\Default Work Unit\Enemy\E_Trl_Reload	
	593966612	E_Trl_Shot			\Default Work Unit\Enemy\E_Trl_Shot	
	819302809	P_GroundImpact			\Default Work Unit\Players\P_GroundImpact	
	903419691	E_Clsq_Attack			\Default Work Unit\Enemy\E_Clsq_Attack	
	960920763	Switch_to_HeadPhones			\Default Work Unit\Switch_to_HeadPhones	
	1286256413	E_Pks_Carry			\Default Work Unit\Enemy\E_Pks_Carry	
	1488092454	Game_Ambient			\Default Work Unit\World\Game_Ambient	
	1504870946	P_Throw			\Default Work Unit\Players\P_Throw	
	1656055475	Map_Completed			\Default Work Unit\World\Map_Completed	
	1927982858	E_Trl_Death			\Default Work Unit\Enemy\E_Trl_Death	
	1992604323	B_ChestCollect			\Default Work Unit\Boat\B_ChestCollect	
	2282291936	Map_Opening			\Default Work Unit\World\Map_Opening	
	2471227561	Menu_Navigation			\Default Work Unit\UI\Menu_Navigation	
	2684250374	Cut_Rope			\Default Work Unit\World\Cut_Rope	
	2703574490	B_Moving			\Default Work Unit\Boat\B_Moving	
	2986888348	Shark			\Default Work Unit\World\Shark	
	3130102552	Switch_to_Speakers			\Default Work Unit\Switch_to_Speakers	
	3180343601	GameplayPillageSwitch			\Default Work Unit\World\GameplayPillageSwitch	
	3180909377	Menu_Cancel			\Default Work Unit\UI\Menu_Cancel	
	3280416103	P_Steps			\Default Work Unit\Players\P_Steps	
	3383744642	P_Stunt			\Default Work Unit\Players\P_Stunt	
	3919743498	P_Dash			\Default Work Unit\Players\P_Dash	
	3942208158	P_Swim			\Default Work Unit\Players\P_Swim	
	3945971227	GameplayNavigationSwitch			\Default Work Unit\World\GameplayNavigationSwitch	
	4030367049	W_ChestDrop			\Default Work Unit\World\W_ChestDrop	
	4095384430	Door_Impact			\Default Work Unit\World\Door_Impact	
	4203375351	Menu_Select			\Default Work Unit\UI\Menu_Select	

Switch Group	ID	Name			Wwise Object Path	Notes
	924435401	GameplayType			\Default Work Unit\GameplayType	

Switch	ID	Name	Switch Group			Notes
	1082482811	Navigation	GameplayType			
	2579631677	Pillage	GameplayType			
	2716678721	Victory	GameplayType			

State Group	ID	Name			Wwise Object Path	Notes
	4040317175	Ground_Type			\Default Work Unit\Ground_Type	
	4226268555	AudioDevice			\Default Work Unit\AudioDevice	

State	ID	Name	State Group			Notes
	376462290	Sea	Ground_Type			
	748895195	None	Ground_Type			
	803837735	Sand	Ground_Type			
	1216965916	Stone	Ground_Type			
	2058049674	Wood	Ground_Type			
	2654748154	Water	Ground_Type			
	4248645337	Grass	Ground_Type			
	748895195	None	AudioDevice			
	880395932	Headphones	AudioDevice			
	2888874631	Speakers	AudioDevice			

Custom State	ID	Name	State Group	Owner		Notes
	161261919	Headphones	AudioDevice	\Actor-Mixer Hierarchy\Default Work Unit\Player\Sword_Attack		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	22319495	Enemy_SlashAttack_1	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\Enemy_SlashAttack_48023BBA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Enemy_SlashAttack\Enemy_SlashAttack_1		40088
	24312495	Rope_Cut	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\Rope_Cut_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Rope_Cut		73644
	46587669	PlayerDash_3	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\PlayerDash_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Dash\PlayerDash_3		114356
	51065844	TrlDeath_GroundImpact	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\TrlDeath_GroundImpact_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Trl_Death\TrlDeath_GroundImpact		208684
	67829278	BoatMovement_Water	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\BoatMovement_Water_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boat\BoatMovement_Water		9825000
	84042361	Boat_Damages_Wood_4	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\Boat_Damages_Wood_4_EBA26799.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boat\BoatDamage_Wood\Boat_Damages_Wood_4		62924
	85992371	RespawnBass_Hight	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\RespawnBass_Hight_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\PlayerSpawn_Bass\RespawnBass_Hight		412540
	87450858	PlayerDash_1	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\PlayerDash_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Player_Dash\PlayerDash_1		111708
	114703110	TrlDeath_Metal4	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\TrlDeath_Metal4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\Trl_Death\TrlDeath_Metal\TrlDeath_Metal4		390788
	116536701	SwordSlash_2	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\SwordSlash_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Sword_Attack\SwordSlash_2		38976
	143657092	SwordSlash_1	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\SwordSlash_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Sword_Attack\SwordSlash_1		47380
	144454103	RespawnBass_MidLow	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\RespawnBass_MidLow_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\PlayerSpawn_Bass\RespawnBass_MidLow		412540
	146628942	Map_Open	D:\Unity Project\Infernal-ExpeditionFinal\InfernalExpedition_WwiseProject\.cache\Mac\SFX\PAPER- MAP-MOVES_99FBAFAB.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Map_Open		60456
